time,expected,origin,airline,status,scrape_time
17:30,,Lisbon,TAP PORTUGAL,,2024-10-24 10:13:45
17:35,,Zurich,SWISS,,2024-10-24 10:13:45
17:45,,Porto,SWISS,,2024-10-24 10:13:45
17:45,,Porto,EASYJET,,2024-10-24 10:13:45
17:50,,Amsterdam,EASYJET,,2024-10-24 10:13:45
17:55,,Lisbon,SWISS,,2024-10-24 10:13:45
18:00,,Rome,ITA AIRWAYS,,2024-10-24 10:13:45
18:05,,Istanbul,TURKISH AIRLINES,,2024-10-24 10:13:45
18:05,,Madrid,IBERIA,,2024-10-24 10:13:45
18:10,,Nice,EASYJET,,2024-10-24 10:13:45
18:10,,Palermo,EASYJET,,2024-10-24 10:13:45
18:10,,Helsinki,FINNAIR,,2024-10-24 10:13:45
18:20,,Brussels,BRUSSELS AIRLINES,,2024-10-24 10:13:45
18:20,,Bordeaux,EASYJET,,2024-10-24 10:13:45
18:30,,Brussels,EASYJET,,2024-10-24 10:13:45
18:30,,Porto,TAP PORTUGAL,,2024-10-24 10:13:45
18:40,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-24 10:13:45
18:45,,Frankfurt,LUFTHANSA,,2024-10-24 10:13:45
18:55,,Pristina,EASYJET,,2024-10-24 10:13:45
19:00,,Nantes,EASYJET,,2024-10-24 10:13:45
19:00,,Warsaw,LOT POLISH AIRLINES,,2024-10-24 10:13:45
19:00,,Zurich,SWISS,,2024-10-24 10:13:45
19:05,,Toulouse,EASYJET,,2024-10-24 10:13:45
19:05,,Vienna,AUSTRIAN,,2024-10-24 10:13:45
19:20,,Dubai,EMIRATES,,2024-10-24 10:13:45
19:30,,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-10-24 10:13:45
19:35,,Prague,EUROWINGS,,2024-10-24 10:13:45
19:35,,London,EASYJET,,2024-10-24 10:13:45
19:50,,Paris,AIR FRANCE,,2024-10-24 10:13:45
19:55,,London,SWISS,,2024-10-24 10:13:45
20:05,,Düsseldorf,EUROWINGS,,2024-10-24 10:13:45
20:05,,Barcelona,EASYJET,,2024-10-24 10:13:45
20:15,,Amsterdam,EASYJET,,2024-10-24 10:13:45
20:15,,Lisbon,EASYJET,,2024-10-24 10:13:45
20:15,,Faro,SWISS,,2024-10-24 10:13:45
20:20,,Naples,EASYJET,,2024-10-24 10:13:45
20:20,,Berlin,EASYJET,,2024-10-24 10:13:45
20:20,,London,EASYJET,,2024-10-24 10:13:45
20:25,,Brussels,BRUSSELS AIRLINES,,2024-10-24 10:13:45
20:35,,London,BRITISH AIRWAYS,,2024-10-24 10:13:45
20:45,,Luxembourg,LUXAIR,,2024-10-24 10:13:45
21:00,,Agadir,EASYJET,,2024-10-24 10:13:45
21:15,,Manchester,ETHIOPIAN AIRLINES,,2024-10-24 10:13:45
21:25,,Porto,SWISS,,2024-10-24 10:13:45
21:45,,Brussels,SWISS,,2024-10-24 10:13:45
21:50,,Oslo,SWISS,,2024-10-24 10:13:45
21:50,,Zurich,SWISS,,2024-10-24 10:13:45
21:55,,Paris,AIR FRANCE,,2024-10-24 10:13:45
22:00,,Vienna,SWISS,,2024-10-24 10:13:45
22:00,,London,SWISS,,2024-10-24 10:13:45
22:00,,Nice,SWISS,,2024-10-24 10:13:45
22:10,,Frankfurt,SWISS,,2024-10-24 10:13:45
22:15,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-24 10:13:45
22:20,,Madrid,IBERIA,,2024-10-24 10:13:45
22:20,,Copenhagen,EASYJET,,2024-10-24 10:13:45
22:20,,Paris,EASYJET,,2024-10-24 10:13:45
22:25,,Rome,EASYJET,,2024-10-24 10:13:45
22:30,,Porto,EASYJET,,2024-10-24 10:13:45
22:30,,Nantes,EASYJET,,2024-10-24 10:13:45
22:35,,Tirana,EASYJET,,2024-10-24 10:13:45
22:35,,Edinburgh,EASYJET,,2024-10-24 10:13:45
22:40,,Tenerife,EASYJET,,2024-10-24 10:13:45
22:40,,London,BRITISH AIRWAYS,,2024-10-24 10:13:45
22:45,,Heraklion,EASYJET,,2024-10-24 10:13:45
22:45,,Brussels,EASYJET,,2024-10-24 10:13:45
22:45,,Bordeaux,EASYJET,,2024-10-24 10:13:45
22:50,,Nice,EASYJET,,2024-10-24 10:13:45
22:50,,Brindisi,EASYJET,,2024-10-24 10:13:45
23:00,,London,EASYJET,,2024-10-24 10:13:45
23:00,,Ibiza,EASYJET,,2024-10-24 10:13:45
23:00,,Alicante,EASYJET,,2024-10-24 10:13:45
23:10,,Munich,AIR DOLOMITI,,2024-10-24 10:13:45
23:15,,Lisbon,TAP PORTUGAL,,2024-10-24 10:13:45
23:30,,Athens,SWISS,,2024-10-24 10:13:45
23:35,,Zurich,SWISS,,2024-10-24 10:13:45
