time,expected,origin,airline,status,scrape_time
08:10,,Frankfurt,LUFTHANSA,Cancelled,2024-11-08 11:47:26
17:5017:37,17:37,Madrid,IBERIA,Arrived,2024-11-08 11:47:26
18:0018:00,18:00,Rome,ITA AIRWAYS,Arrived,2024-11-08 11:47:26
18:0018:14,18:14,Alicante,EASYJET,Arrived,2024-11-08 11:47:26
18:0017:55,17:55,London,EASYJET,Arrived,2024-11-08 11:47:26
18:0517:53,17:53,Bordeaux,EASYJET,Arrived,2024-11-08 11:47:26
18:1517:58,17:58,Toulouse,EASYJET,Arrived,2024-11-08 11:47:26
18:1518:02,18:02,Stockholm,EASYJET,Arrived,2024-11-08 11:47:26
18:1518:19,18:19,Helsinki,FINNAIR,Arrived,2024-11-08 11:47:26
18:3018:05,18:05,Copenhagen,SWISS,Arrived,2024-11-08 11:47:26
18:3518:31,18:31,Lisbon,SWISS,Arrived,2024-11-08 11:47:26
18:4018:46,18:46,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-08 11:47:26
18:4018:34,18:34,Brussels,EASYJET,Arrived,2024-11-08 11:47:26
18:4018:23,18:23,Tromso,NORWEGIAN AIR SHUTTLE,Arrived,2024-11-08 11:47:26
18:4518:21,18:21,Dubai,EMIRATES,Arrived,2024-11-08 11:47:26
18:5018:58,18:58,Zurich,SWISS,,2024-11-08 11:47:26
18:5518:36,18:36,Nice,EASYJET,Arrived,2024-11-08 11:47:26
18:5518:53,18:53,Luxembourg,LUXAIR,,2024-11-08 11:47:26
19:0019:00,19:00,Warsaw,LOT POLISH AIRLINES,,2024-11-08 11:47:26
19:1019:10,19:10,Vienna,AUSTRIAN,,2024-11-08 11:47:26
19:1519:12,19:12,Cairo SPX,EASYJET,,2024-11-08 11:47:26
19:2019:28,19:28,Munich,AIR DOLOMITI,,2024-11-08 11:47:26
19:3018:56,18:56,Maurice,AIR MAURITIUS,,2024-11-08 11:47:26
19:3019:19,19:19,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-11-08 11:47:26
19:40,,Paris,AIR FRANCE,,2024-11-08 11:47:26
20:0020:15,20:15,Madrid,IBERIA,,2024-11-08 11:47:26
20:05,,London,SWISS,,2024-11-08 11:47:26
20:05,,Düsseldorf,EUROWINGS,,2024-11-08 11:47:26
20:20,,Berlin,EASYJET,,2024-11-08 11:47:26
20:2020:02,20:02,Porto,EASYJET,,2024-11-08 11:47:26
20:20,,Brussels,BRUSSELS AIRLINES,,2024-11-08 11:47:26
20:20,,London,BRITISH AIRWAYS,,2024-11-08 11:47:26
20:40,,Manchester,EASYJET,,2024-11-08 11:47:26
21:00,,Brussels,SWISS,,2024-11-08 11:47:26
21:45,,Prague,EASYJET,,2024-11-08 11:47:26
21:50,,Budapest,EASYJET,,2024-11-08 11:47:26
21:50,,Zurich,SWISS,,2024-11-08 11:47:26
21:50,,Paris,EASYJET,,2024-11-08 11:47:26
21:55,,Frankfurt,LUFTHANSA,,2024-11-08 11:47:26
21:55,,London,BRITISH AIRWAYS,,2024-11-08 11:47:26
22:00,,Berlin,SWISS,,2024-11-08 11:47:26
22:00,,Athens,SWISS,,2024-11-08 11:47:26
22:05,,London,SWISS,,2024-11-08 11:47:26
22:10,,Marrakech,EASYJET,,2024-11-08 11:47:26
22:15,,Nantes,EASYJET,,2024-11-08 11:47:26
22:15,,Nice,SWISS,,2024-11-08 11:47:26
22:15,,Pristina,EASYJET,,2024-11-08 11:47:26
22:20,,Madrid,IBERIA,,2024-11-08 11:47:26
22:25,,Brussels,SWISS,,2024-11-08 11:47:26
22:25,,Lisbon,EASYJET,,2024-11-08 11:47:26
22:30,,Rome,EASYJET,,2024-11-08 11:47:26
22:30,,Copenhagen,EASYJET,,2024-11-08 11:47:26
22:35,,Amsterdam,EASYJET,,2024-11-08 11:47:26
22:40,,Malaga,EASYJET,,2024-11-08 11:47:26
22:40,,London,EASYJET,,2024-11-08 11:47:26
22:40,,Madrid,EASYJET,,2024-11-08 11:47:26
22:45,,Porto,EASYJET,,2024-11-08 11:47:26
22:45,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-08 11:47:26
22:50,,Barcelona,EASYJET,,2024-11-08 11:47:26
22:55,,Bordeaux,EASYJET,,2024-11-08 11:47:26
23:00,,Nice,EASYJET,,2024-11-08 11:47:26
23:00,,Paris,AIR FRANCE,,2024-11-08 11:47:26
23:05,,London,BRITISH AIRWAYS,,2024-11-08 11:47:26
23:05,,Munich,AIR DOLOMITI,,2024-11-08 11:47:26
23:15,,Lisbon,TAP PORTUGAL,,2024-11-08 11:47:26
23:35,,Zurich,SWISS,,2024-11-08 11:47:26
